inscription_id,apprenant_id,parcours_id,progression_pct,engagement_score,nb_jours_inactif,score_risque,alerte_decrochage,prenom,nom,pays,titre,domaine,instructeur
INS00411,APP0282,PAR010,23.0,1.985065242334748,79.0,0.9802071518707034,1,Oumar,Kone,Cote d'Ivoire,Community Management,Marketing Digital,Konaté Aida
INS03205,APP2265,PAR007,16.0,6.6568541272989945,342.0,0.9801654302858939,1,Cheick,Camara,France,Python Web avec Django,Developpement Web,Traore Eric
INS03155,APP2228,PAR005,32.0,7.008460328353813,45.0,0.980119552266457,1,Eric,Konaté,Cameroun,HTML CSS JavaScript,Developpement Web,Camara Luc
INS05115,APP3589,PAR003,16.0,2.7570448828404626,441.0,0.9796183792974786,1,Bintou,Ndoye,Cameroun,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS03997,APP2807,PAR005,15.0,7.601440448322529,42.0,0.9795081845800832,1,Eric,Diop,Mali,HTML CSS JavaScript,Developpement Web,Camara Luc
INS00444,APP0306,PAR011,50.0,10.36003933297788,65.0,0.9776198994361016,1,Jean,Bah,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS05995,APP4185,PAR010,52.0,6.044695487272742,267.0,0.9775582931050432,1,Clarisse,Camara,Senegal,Community Management,Marketing Digital,Konaté Aida
INS01340,APP0958,PAR010,50.0,8.69037602255222,42.0,0.9769592127150802,1,Ibrahim,Diop,Mali,Community Management,Marketing Digital,Konaté Aida
INS00153,APP0110,PAR005,31.0,9.157053343952256,340.0,0.9766636506258307,1,Adjoua,Diallo,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS04197,APP2943,PAR012,27.0,7.627011808399242,74.0,0.9765247696248912,1,Nathalie,Toure,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS03253,APP2296,PAR001,15.0,6.916274500850365,26.0,0.9765012046025979,1,Paul,Keita,Cote d'Ivoire,Data Analyse avec Python,Data & IA,Kouassi Yao
INS03681,APP2582,PAR008,37.0,6.044695487272742,133.0,0.9759137327261559,1,Coumba,Konaté,Mali,Marketing Digital,Marketing Digital,Bamba Clarisse
INS04626,APP3246,PAR011,28.0,7.173542103432391,40.0,0.9758344581570505,1,Moussa,Ouattara,Cameroun,Management de Projet,Management,Ouattara Serge
INS00799,APP0554,PAR007,11.0,7.007328262933749,40.0,0.9749744254762811,1,Adjoua,Mbaye,Senegal,Python Web avec Django,Developpement Web,Traore Eric
INS05271,APP3694,PAR009,21.0,10.402525082272,181.0,0.9745221714141039,1,Serge,Cisse,France,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS05037,APP3534,PAR011,21.0,6.961024380984614,130.0,0.9745141858042945,1,Luc,Sylla,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS04733,APP3323,PAR003,29.0,9.912962468030203,98.0,0.9738375929732727,1,Aissatou,Mbaye,Cote d'Ivoire,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS03888,APP2729,PAR011,20.0,8.271134648521388,65.0,0.9735177295007228,1,Kofi,Bah,Autre,Management de Projet,Management,Ouattara Serge
INS04035,APP2830,PAR004,41.0,10.020086746541354,38.0,0.9733813263183706,1,Sophie,Camara,Cote d'Ivoire,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS01069,APP0756,PAR012,30.0,10.376531785800465,91.0,0.9729066825522991,1,Thierry,Coulibaly,Cameroun,Leadership & Soft Skills,Management,Ouattara Serge
INS03886,APP2728,PAR005,31.0,7.070834726730713,49.0,0.9725874453015873,1,Kone,Konaté,Cameroun,HTML CSS JavaScript,Developpement Web,Camara Luc
INS01563,APP1114,PAR002,10.0,8.38136693066231,28.0,0.9723244720001716,1,Mariame,Konaté,Senegal,Machine Learning Applique,Data & IA,Kouassi Yao
INS00518,APP0355,PAR011,10.0,5.617929207802668,77.0,0.9722776701823496,1,Jean,Keita,Senegal,Management de Projet,Management,Ouattara Serge
INS00653,APP0450,PAR003,73.0,10.248674985416894,79.0,0.9721532885164224,1,Aminata,Toure,Cote d'Ivoire,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS06092,APP4252,PAR001,17.0,9.823040771366882,33.0,0.9712676155172668,1,Ibrahim,Kone,Ghana,Data Analyse avec Python,Data & IA,Kouassi Yao
INS03972,APP2790,PAR004,40.0,10.157022454179051,96.0,0.9708053123541953,1,Eric,Mbaye,Cote d'Ivoire,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS01601,APP1138,PAR007,15.0,6.906174888046957,54.0,0.97042619484474,1,Luc,Kone,Cote d'Ivoire,Python Web avec Django,Developpement Web,Traore Eric
INS03529,APP2482,PAR012,62.0,9.504952772222843,208.0,0.9697827515791385,1,Ibrahim,Diallo,Cameroun,Leadership & Soft Skills,Management,Ouattara Serge
INS00433,APP0299,PAR011,18.0,6.254105206090747,51.0,0.96969289856251,1,Rokia,Konaté,Burkina Faso,Management de Projet,Management,Ouattara Serge
INS03164,APP2233,PAR008,23.0,7.549165662749038,46.0,0.9691829419232175,1,Oumar,Bamba,Cote d'Ivoire,Marketing Digital,Marketing Digital,Bamba Clarisse
INS06072,APP4237,PAR006,10.0,6.166159447637134,130.0,0.9674706056549752,1,Seydou,Traore,Ghana,React & Node.js Fullstack,Developpement Web,Camara Luc
INS02616,APP1859,PAR011,27.0,6.745221822147431,81.0,0.967426012970542,1,Kone,Cisse,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS02665,APP1894,PAR010,33.0,7.13518506331732,106.0,0.9672512250604116,1,Jean,Keita,Mali,Community Management,Marketing Digital,Konaté Aida
INS03132,APP2214,PAR005,27.0,3.993015777511261,29.0,0.9666237309606398,1,Yao,Kone,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS00402,APP0276,PAR010,65.0,9.354099319126725,89.0,0.9661368641472402,1,Paul,Bamba,Cameroun,Community Management,Marketing Digital,Konaté Aida
INS01875,APP1332,PAR012,37.0,10.881566147315567,29.0,0.963870998668586,1,Kone,Cisse,Cameroun,Leadership & Soft Skills,Management,Ouattara Serge
INS06145,APP4284,PAR012,31.0,5.350983928812056,72.0,0.9633755278267775,1,Jean,Konaté,Mali,Leadership & Soft Skills,Management,Ouattara Serge
INS05547,APP3881,PAR005,24.0,9.535784906898671,40.0,0.9626520905467139,1,Rokia,Diop,Cameroun,HTML CSS JavaScript,Developpement Web,Camara Luc
INS01351,APP0966,PAR008,20.0,7.922636451096341,35.0,0.9622979162204401,1,Seydou,Bamba,Cote d'Ivoire,Marketing Digital,Marketing Digital,Bamba Clarisse
INS04585,APP3213,PAR012,34.0,12.026905216297804,119.0,0.962199041431535,1,Laure,Diallo,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS00759,APP0526,PAR010,55.0,9.178917931244737,86.0,0.9601218594029512,1,Amadou,Keita,Ghana,Community Management,Marketing Digital,Konaté Aida
INS04261,APP2989,PAR011,33.0,10.69235565410438,33.0,0.9583008929239057,1,Ibrahim,Mbaye,France,Management de Projet,Management,Ouattara Serge
INS04962,APP3482,PAR009,43.0,11.308332426785642,100.0,0.9574968816853552,1,Fatoumata,Cisse,Cameroun,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS05206,APP3652,PAR011,18.0,9.91080969706086,101.0,0.9571348258207303,1,Cheick,Sow,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS06292,APP4384,PAR012,45.0,10.863830269202134,174.0,0.9569576919296645,1,Moussa,Toure,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS00440,APP0304,PAR003,47.0,11.204914921058725,29.0,0.9569030361262999,1,Cheick,Ouattara,Mali,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS02178,APP1549,PAR004,27.0,9.964105188183634,50.0,0.953432900520612,1,Luc,Kone,Senegal,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS01938,APP1375,PAR004,26.0,12.924166949822924,57.0,0.9503618295211396,1,Bintou,Camara,Cameroun,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS05553,APP3885,PAR006,20.0,9.24273497156574,47.0,0.9493645771897957,1,Adjoua,Traore,Cameroun,React & Node.js Fullstack,Developpement Web,Camara Luc
INS05019,APP3521,PAR002,31.0,10.352092491143813,171.0,0.9493331259467866,1,Kone,Kone,Cote d'Ivoire,Machine Learning Applique,Data & IA,Kouassi Yao
INS01331,APP0953,PAR012,41.0,10.876727309111276,51.0,0.9478679369526526,1,Cheick,Ouattara,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS01609,APP1144,PAR003,39.0,10.958280227545709,27.0,0.9450940837320856,1,Aminata,Toure,Cote d'Ivoire,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS00749,APP0519,PAR003,52.0,10.04297203938312,30.0,0.9445117993792733,1,Serge,Dembele,Ghana,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS01770,APP1258,PAR008,53.0,10.510781426203216,123.0,0.9441323667607157,1,Coumba,Camara,Ghana,Marketing Digital,Marketing Digital,Bamba Clarisse
INS02334,APP1665,PAR005,35.0,11.288021841308044,81.0,0.9440146859200367,1,Fatoumata,Barry,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS03932,APP2762,PAR011,15.0,9.741909789327272,50.0,0.9434463380570662,1,Marie,Diallo,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS01539,APP1096,PAR010,43.0,12.354072122695973,43.0,0.9380008152749656,1,Moussa,Toure,Burkina Faso,Community Management,Marketing Digital,Konaté Aida
INS05038,APP3535,PAR008,22.0,4.696228179620898,28.0,0.9375272757759857,1,Laure,Keita,Cote d'Ivoire,Marketing Digital,Marketing Digital,Bamba Clarisse
INS00731,APP0505,PAR003,26.0,4.79056677809369,46.0,0.9336166600171699,1,Cheick,Bamba,Cote d'Ivoire,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS02788,APP1978,PAR007,32.0,12.710939098349904,29.0,0.9310455763571054,1,Coumba,Dembele,Senegal,Python Web avec Django,Developpement Web,Traore Eric
INS05891,APP4117,PAR009,44.0,10.387763464023935,47.0,0.9306778089239796,1,Sophie,Mbaye,Senegal,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS05182,APP3638,PAR004,47.0,13.297526378299445,120.0,0.9293232014538795,1,Serge,Keita,Senegal,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS04871,APP3413,PAR011,26.0,12.09454038927382,43.0,0.9281559862095704,1,Yao,Diop,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS01143,APP0809,PAR007,44.0,12.020512376278624,23.0,0.9278360607045799,1,Serge,Konaté,Cote d'Ivoire,Python Web avec Django,Developpement Web,Traore Eric
INS06456,APP4497,PAR007,33.0,11.436189227169214,198.0,0.9276633901559017,1,Cheick,Bamba,Mali,Python Web avec Django,Developpement Web,Traore Eric
INS00176,APP0128,PAR011,11.0,1.8880405766270072,61.0,0.9274675170444455,1,Kofi,Diop,Mali,Management de Projet,Management,Ouattara Serge
INS03483,APP2450,PAR004,35.0,13.54797920446747,139.0,0.9249311215134336,1,Nathalie,Mbaye,Mali,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS06221,APP4337,PAR003,43.0,13.457880675044509,129.0,0.9215739710710341,1,Cheick,Sylla,Cote d'Ivoire,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS06205,APP4324,PAR003,42.0,11.436189227169214,70.0,0.9175325456158432,1,Paul,Sylla,Burkina Faso,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS04402,APP3089,PAR007,24.0,12.030301412557993,53.0,0.9172074358080077,1,Ibrahim,Toure,Mali,Python Web avec Django,Developpement Web,Traore Eric
INS04523,APP3171,PAR006,33.0,13.633772191951737,65.0,0.9165676996823733,1,Nathalie,Diallo,Cameroun,React & Node.js Fullstack,Developpement Web,Camara Luc
INS06458,APP4498,PAR003,47.0,12.71422393473931,109.0,0.9132601798151662,1,Ibrahim,Bah,Senegal,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS03484,APP2451,PAR005,34.0,14.74541622626356,96.0,0.9121997874928788,1,Awa,Doumbia,Mali,HTML CSS JavaScript,Developpement Web,Camara Luc
INS05018,APP3521,PAR005,50.0,12.829295055084526,144.0,0.9091496262930474,1,Kone,Kone,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS05011,APP3515,PAR001,26.0,12.885698549837068,79.0,0.9070470660399202,1,Aissatou,Cisse,Mali,Data Analyse avec Python,Data & IA,Kouassi Yao
INS01129,APP0798,PAR001,29.0,12.855399711426848,137.0,0.9058504152739422,1,Luc,Diop,Burkina Faso,Data Analyse avec Python,Data & IA,Kouassi Yao
INS05683,APP3977,PAR007,37.0,13.126051763201684,95.0,0.9048359128553517,1,Kofi,Kone,Senegal,Python Web avec Django,Developpement Web,Traore Eric
INS00788,APP0547,PAR005,55.0,12.43615833739601,42.0,0.9043981857994692,1,Kofi,Ndoye,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS06178,APP4304,PAR010,70.0,11.265735317620736,119.0,0.9023649589760919,1,Ibrahim,Coulibaly,Autre,Community Management,Marketing Digital,Konaté Aida
INS03099,APP2190,PAR006,20.0,14.98679014517746,30.0,0.899660038322924,1,Adjoua,Konaté,Senegal,React & Node.js Fullstack,Developpement Web,Camara Luc
INS04018,APP2821,PAR004,41.0,13.421676405898785,33.0,0.8995009355057412,1,Paul,Ouattara,Cameroun,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS00634,APP0438,PAR012,40.0,15.910643944328571,69.0,0.8991680634223258,1,Amadou,Konaté,Senegal,Leadership & Soft Skills,Management,Ouattara Serge
INS06370,APP4437,PAR012,77.0,14.679089951467242,43.0,0.8918913543733671,1,Clarisse,Sylla,Senegal,Leadership & Soft Skills,Management,Ouattara Serge
INS02759,APP1956,PAR003,27.0,12.595979337875471,56.0,0.8917162576934863,1,Mariame,Toure,Senegal,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS00114,APP0082,PAR012,24.0,8.846912186642278,24.0,0.8879380921944285,1,Cheick,Dembele,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS05515,APP3859,PAR008,53.0,13.94959606025565,43.0,0.8841578169005125,1,Sophie,Coulibaly,Ghana,Marketing Digital,Marketing Digital,Bamba Clarisse
INS05500,APP3850,PAR004,26.0,11.833677373778343,79.0,0.880131431746407,1,Serge,Cisse,Cote d'Ivoire,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS03013,APP2131,PAR009,45.0,14.186729910119714,91.0,0.8780867805873106,1,Eric,Mbaye,Mali,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS04521,APP3170,PAR012,58.0,11.188000531841311,40.0,0.8757986580620906,1,Laure,Toure,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS00737,APP0510,PAR004,76.0,13.179347254324458,64.0,0.8742943437274922,1,Thierry,Bah,Ghana,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS05522,APP3865,PAR003,74.0,13.62200721746266,24.0,0.8724620711120817,1,Coumba,Diop,Cote d'Ivoire,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS01838,APP1306,PAR005,70.0,14.451633778011766,60.0,0.8704141811116745,1,Sophie,Diallo,Senegal,HTML CSS JavaScript,Developpement Web,Camara Luc
INS03434,APP2422,PAR005,39.0,15.32734150076844,82.0,0.8639560960859118,1,Cheick,Sow,Mali,HTML CSS JavaScript,Developpement Web,Camara Luc
INS02358,APP1683,PAR009,29.0,14.453609716221475,31.0,0.8595896275960865,1,Clarisse,Sylla,Cameroun,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS05883,APP4113,PAR009,43.0,13.403096654995704,36.0,0.8531437142811099,1,Clarisse,Cisse,Senegal,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS06117,APP4269,PAR010,72.0,14.591144193013628,149.0,0.8467851102777203,1,Nathalie,Ndoye,Cote d'Ivoire,Community Management,Marketing Digital,Konaté Aida
INS02418,APP1720,PAR007,24.0,14.711054151563136,38.0,0.8423455306871259,1,Awa,Traore,Mali,Python Web avec Django,Developpement Web,Traore Eric
INS04923,APP3456,PAR012,79.0,16.27348182360686,53.0,0.8387437406753334,1,Sophie,Cisse,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS03544,APP2493,PAR003,62.0,15.466429979375482,87.0,0.8345744583417347,1,Luc,Ouattara,Cote d'Ivoire,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS03551,APP2500,PAR003,44.0,16.085514755686518,47.0,0.8321256073707174,1,Luc,Mbaye,France,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS00234,APP0169,PAR011,51.0,18.77780974943917,77.0,0.8260904524117734,1,Luc,Toure,Cameroun,Management de Projet,Management,Ouattara Serge
INS02208,APP1571,PAR006,23.0,0.0,230.0,0.8179215083289169,1,Moussa,Barry,Mali,React & Node.js Fullstack,Developpement Web,Camara Luc
INS01037,APP0733,PAR010,66.0,0.0,227.0,0.8163866175999773,1,Serge,Kone,Senegal,Community Management,Marketing Digital,Konaté Aida
INS00520,APP0356,PAR007,79.0,0.0,227.0,0.8163866175999773,1,Jean,Bamba,Cote d'Ivoire,Python Web avec Django,Developpement Web,Traore Eric
INS01036,APP0733,PAR008,31.0,0.0,227.0,0.8163866175999773,1,Serge,Kone,Senegal,Marketing Digital,Marketing Digital,Bamba Clarisse
INS03309,APP2337,PAR009,64.0,15.061106350803064,109.0,0.810974530447027,1,Aida,Kone,Cote d'Ivoire,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS02009,APP1425,PAR012,58.0,21.009509685286933,25.0,0.8092428222968386,1,Seydou,Kone,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS06406,APP4461,PAR011,50.0,16.08922152847075,31.0,0.8023686387880642,1,Yao,Keita,Cameroun,Management de Projet,Management,Ouattara Serge
INS06330,APP4410,PAR009,57.0,0.0,223.0,0.7983455012331562,1,Kofi,Ouattara,Senegal,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS00289,APP0204,PAR007,38.0,0.0,236.0,0.7945982564052291,1,Kone,Diop,Ghana,Python Web avec Django,Developpement Web,Traore Eric
